submission_id,age,cups,where,home_brew,on_the_go,favorite_drink,add,prefer_kind,prefer_strength,prefer_roast,prefer_caffeine,self_experience,a_bitterness,a_acidity,a_preference,b_bitterness,b_acidity,b_preference,c_bitterness,c_acidity,c_preference,d_bitterness,d_acidity,outcome,abc_prefer,work_from,monthly_spending,why_coffee,like_taste,know_where_from,most_for_cup,most_willing_for_cup,cafe_good_value,equipment_spent,equipment_good_value,gender,marital_status,hh_income,education,ethnicity_race,employment,children,party,state,state_name,total_votes,biden_votes,biden_votes_share,biden_ev,trump_votes,trump_votes_share,trump_ev,other_votes,other_votes_share,other_ev
2811,55-64 years old,4,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,Regular drip coffee,"Milk, dairy alternative, or coffee creamer",Full Bodied,Somewhat strong,Dark,Full caffeine,5,2,3,2,3,2,3,3,1,4,3,3,2,Coffee C,I primarily work from home,NA,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$4-$6,$4-$6,No,$50-$100,Yes,Male,Married,"$100,000 - $149,999",Doctorate or professional degree,White/Caucasian,Employed full-time,2,Democrat,WI,Wisconsin,"3,298,041","1,630,866",49.45%,10,"1,610,184",48.82%,,"56,991",1.73%,
483,35-44 years old,3,"At a cafe, At home","Pour over, Espresso",NA,Espresso,"No - just black, Milk, dairy alternative, or coffee creamer",Fruity,Very strong,Light,Full caffeine,8,1,4,5,3,2,2,3,2,3,2,4,-1,Coffee A,I primarily work from home,$60-$80,It tastes good,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Non-binary,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,1,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2565,25-34 years old,NA,At the office,NA,NA,Pourover,No - just black,Nutty,Medium,Light,Full caffeine,4,2,3,2,3,1,4,3,NA,2,1,4,2,Coffee B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN,Minnesota,"3,277,171","1,717,077",52.40%,10,"1,484,065",45.28%,,"76,029",2.32%,
182,55-64 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,Regular drip coffee,No - just black,Full Bodied,Somewhat strong,Medium,Full caffeine,7,1,2,5,4,3,3,3,1,3,2,4,0,Coffee A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD,Maryland,"3,037,030","1,985,023",65.36%,10,"976,414",32.15%,,"75,593",2.49%,
2035,18-24 years old,2,At the office,NA,NA,Latte,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Caramalized,Medium,Medium,Full caffeine,7,3,4,2,2,3,4,2,2,4,2,5,2,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$6-$8,$6-$8,Yes,"More than $1,000",Yes,Male,Single,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Independent,OH,Ohio,"5,922,202","2,679,165",45.24%,,"3,154,834",53.27%,18,"88,203",1.49%,
1180,35-44 years old,2,"At home, At a cafe","Espresso, Pour over, Cold brew",NA,Pourover,No - just black,Fruity,Very strong,Medium,Full caffeine,7,2,3,2,4,2,3,4,3,3,2,3,-2,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the caffeine",Yes,Yes,$10-$15,$15-$20,Yes,$500-$1000,Yes,Male,Living with a partner,"$25,000 - $49,999",Some college or associate's degree,White/Caucasian,Unemployed,None,Democrat,FL,Florida,"11,067,456","5,297,045",47.86%,,"5,668,731",51.22%,29,"101,680",0.92%,
1148,25-34 years old,1,At home,"Coffee brewing machine (e.g. Mr. Coffee), Bean-to-cup machine",NA,Americano,No - just black,Bold,Somewhat strong,Dark,Full caffeine,1,2,4,3,3,2,5,4,4,4,3,3,0,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$8-$10,$10-$15,Yes,$20-$50,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,2,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2795,25-34 years old,3,"At the office, At home, At a cafe","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA,Pourover,No - just black,Fruity,Medium,Light,Full caffeine,6,2,4,4,4,2,2,4,1,1,2,5,-1,Coffee A,I primarily work in person,$60-$80,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,Single,"$50,000 - $74,999",Master's degree,Asian/Pacific Islander,Employed full-time,None,No affiliation,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
2126,25-34 years old,1,At home,Coffee extract (e.g. Cometeer),NA,Iced coffee,No - just black,Fruity,Somewhat strong,Light,Full caffeine,3,2,4,3,5,3,1,3,4,3,2,5,0,Coffee C,I primarily work from home,$60-$80,"It makes me go to the bathroom, I need the ritual, I need the caffeine, It tastes good",Yes,Yes,$6-$8,$10-$15,Yes,$20-$50,Yes,Male,Married,"$100,000 - $149,999",Master's degree,White/Caucasian,Employed full-time,None,Democrat,AR,Arkansas,"1,219,069","423,932",34.78%,,"760,647",62.40%,6,"34,490",2.83%,
814,18-24 years old,1,At home,French press,NA,Cappuccino,No - just black,Chocolatey,Somewhat strong,Light,Full caffeine,4,2,4,3,3,3,4,4,2,4,2,3,-1,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$10-$15,Yes,$50-$100,Yes,Non-binary,Single,"Under $25,000",Some college or associate's degree,Hispanic/Latino,Employed part-time,None,Democrat,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
364,45-54 years old,1,"At home, At a cafe, On the go, At the office","Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee, Coffee extract (e.g. Cometeer), Cold brew, Other","National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",Latte,"Milk, dairy alternative, or coffee creamer, Flavor syrup, No - just black",Full Bodied,Somewhat strong,Light,Decaf,8,3,4,4,4,2,2,3,3,4,3,3,1,Coffee A,I primarily work in person,$40-$60,"I need the ritual, Other, It tastes good",Yes,Yes,$8-$10,More than $20,No,$300-$500,Yes,Male,Single,"Under $25,000",Bachelor's degree,Other (please specify),Employed part-time,None,Independent,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
15,35-44 years old,1,"At the office, At home",Other,NA,Americano,"Milk, dairy alternative, or coffee creamer",Nutty,Medium,Light,Full caffeine,7,4,3,3,2,3,2,2,4,1,2,2,-2,Coffee A,I primarily work from home,NA,"I need the ritual, It tastes good",Yes,Yes,$8-$10,$4-$6,Yes,$100-$300,Yes,Female,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,1,No affiliation,TN,Tennessee,"3,053,851","1,143,711",37.45%,,"1,852,475",60.66%,11,"57,665",1.89%,
1362,25-34 years old,2,At home,Espresso,NA,Latte,"Milk, dairy alternative, or coffee creamer",Nutty,Somewhat strong,Medium,Full caffeine,6,2,5,2,4,1,5,5,2,4,4,4,0,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$6-$8,$10-$15,No,$500-$1000,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
313,25-34 years old,2,"At home, At a cafe",Pour over,NA,Cappuccino,No - just black,Fruity,Medium,Light,Full caffeine,7,1,5,4,3,2,3,3,2,3,1,4,-2,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$6-$8,$8-$10,Yes,$100-$300,Yes,Female,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Independent,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
1271,45-54 years old,2,At home,Coffee extract (e.g. Cometeer),NA,Latte,"Milk, dairy alternative, or coffee creamer",Caramalized,Medium,Medium,Full caffeine,4,2,3,3,4,3,4,4,3,4,1,4,2,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the ritual, I need the caffeine",Yes,Yes,$4-$6,$4-$6,Yes,$50-$100,Yes,Female,Married,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,2,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,25-34 years old,2,At home,"Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso), Bean-to-cup machine",NA,Cold brew,No - just black,Nutty,Medium,Medium,Full caffeine,6,1,5,2,4,1,3,2,3,4,2,4,-1,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$8-$10,$6-$8,No,"More than $1,000",Yes,Prefer not to say,NA,NA,NA,NA,NA,NA,NA,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
544,55-64 years old,2,At home,"Pour over, French press",NA,Latte,"Milk, dairy alternative, or coffee creamer",Full Bodied,Medium,Medium,Full caffeine,5,2,3,3,3,3,4,5,2,5,4,5,2,Coffee C,I primarily work from home,$20-$40,It tastes good,Yes,No,$8-$10,$4-$6,No,$50-$100,Yes,Female,Single,"$75,000 - $99,999",Master's degree,White/Caucasian,Employed full-time,None,Independent,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
1265,35-44 years old,3,"At home, At the office, At a cafe, On the go","Coffee extract (e.g. Cometeer), Pour over, French press, Cold brew","National chain (e.g. Starbucks, Dunkin)",Pourover,No - just black,Bold,Somewhat strong,Medium,Full caffeine,8,3,3,3,5,2,3,4,2,4,2,5,-2,Coffee C,I primarily work from home,>$100,Other,Yes,Yes,$10-$15,$15-$20,No,$500-$1000,Yes,Male,Married,"$150,000 or more",Some college or associate's degree,Other (please specify),Employed full-time,More than 3,No affiliation,UT,Utah,"1,488,289","560,282",37.65%,,"865,140",58.13%,6,"62,867",4.22%,
972,35-44 years old,2,"At the office, At home","Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",NA,Cold brew,"Milk, dairy alternative, or coffee creamer",Chocolatey,Medium,Medium,Full caffeine,5,1,3,5,2,2,4,4,3,3,3,4,0,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",Yes,No,$4-$6,$4-$6,Yes,$300-$500,Yes,Male,Single,"$100,000 - $149,999",Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Independent,UT,Utah,"1,488,289","560,282",37.65%,,"865,140",58.13%,6,"62,867",4.22%,
1839,18-24 years old,2,"At the office, At home, At a cafe","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA,Pourover,No - just black,Fruity,Somewhat strong,Light,Full caffeine,8,2,5,4,3,3,2,5,2,2,1,4,-2,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$8-$10,More than $20,Yes,$500-$1000,Yes,Male,Single,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
1161,25-34 years old,2,At home,"Pour over, French press, Espresso, Cold brew",NA,Pourover,No - just black,Juicy,Somewhat strong,Light,Full caffeine,7,3,4,4,4,2,2,3,3,4,2,5,-2,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Male,Married,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,None,Democrat,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
2846,25-34 years old,2,"At the office, At home","Pour over, Espresso",NA,Cappuccino,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Chocolatey,Somewhat strong,Medium,Full caffeine,5,2,4,2,3,2,4,5,2,5,1,5,2,Coffee C,I do a mix of both,$60-$80,"It tastes good, I need the caffeine",Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,Living with a partner,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,25-34 years old,2,"At the office, At home",Pour over,NA,Cappuccino,No - just black,Floral,Somewhat light,Blonde,Full caffeine,7,1,4,5,2,2,2,2,1,3,1,4,-1,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, It makes me go to the bathroom",Yes,Yes,$10-$15,$6-$8,Yes,$300-$500,Yes,Male,NA,NA,NA,NA,NA,NA,NA,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
1504,25-34 years old,Less than 1,At home,"Pour over, Other",NA,Latte,"No - just black, Milk, dairy alternative, or coffee creamer",Floral,Somewhat light,Light,Full caffeine,1,2,3,4,3,2,2,4,1,1,1,4,-2,Coffee A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
254,55-64 years old,2,At home,Coffee brewing machine (e.g. Mr. Coffee),NA,Regular drip coffee,Sugar or sweetener,Caramalized,Somewhat strong,Medium,Full caffeine,10,4,5,1,2,2,4,1,1,5,2,2,0,Coffee C,I primarily work from home,<$20,"I need the caffeine, It tastes good",Yes,No,$4-$6,$4-$6,No,$20-$50,Yes,Female,Married,NA,Some college or associate's degree,White/Caucasian,Homemaker,3,NA,NC,North Carolina,"5,524,804","2,684,292",48.59%,,"2,758,775",49.93%,15,"81,737",1.48%,
1885,>65 years old,1,At home,Pour over,NA,Pourover,No - just black,Chocolatey,Medium,Light,Full caffeine,2,1,3,3,1,1,4,3,1,2,1,4,2,Coffee B,NA,$40-$60,"It tastes good, I need the ritual",Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Female,Single,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Retired,None,Democrat,UT,Utah,"1,488,289","560,282",37.65%,,"865,140",58.13%,6,"62,867",4.22%,
2790,25-34 years old,2,At home,Pour over,NA,Pourover,No - just black,Sweet,Somewhat strong,Medium,Full caffeine,9,1,5,1,1,5,2,1,4,3,2,3,1,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$6-$8,Less than $2,No,$300-$500,Yes,Male,Married,"$150,000 or more",Master's degree,Asian/Pacific Islander,Employed full-time,None,No affiliation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2786,25-34 years old,1,At home,"Pour over, French press",NA,Cappuccino,"Milk, dairy alternative, or coffee creamer",Nutty,Medium,Medium,Full caffeine,8,2,3,3,3,1,2,4,2,3,2,4,-1,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$15-$20,$10-$15,Yes,$500-$1000,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,25-34 years old,2,At home,Other,NA,Regular drip coffee,"Milk, dairy alternative, or coffee creamer",Caramalized,Somewhat light,Light,Full caffeine,7,1,4,4,3,2,3,5,1,1,2,4,0,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$8-$10,$8-$10,No,$100-$300,Yes,Male,Living with a partner,"$100,000 - $149,999",Doctorate or professional degree,White/Caucasian,Employed full-time,None,Democrat,MD,Maryland,"3,037,030","1,985,023",65.36%,10,"976,414",32.15%,,"75,593",2.49%,
2254,25-34 years old,2,At home,"Pour over, Espresso, Cold brew",NA,Cold brew,No - just black,Full Bodied,Medium,Medium,Full caffeine,5,2,3,2,3,3,5,3,3,3,2,4,0,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$4-$6,$4-$6,Yes,$500-$1000,Yes,Male,Living with a partner,"$150,000 or more",Master's degree,Black/African American,Employed full-time,None,NA,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
2253,25-34 years old,2,"At home, At the office",Pour over,NA,Pourover,No - just black,Fruity,Medium,Light,Full caffeine,6,1,4,4,3,1,3,4,1,4,1,4,-2,Coffee C,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$4-$6,$2-$4,Yes,$100-$300,Yes,Male,Married,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,1,No affiliation,WI,Wisconsin,"3,298,041","1,630,866",49.45%,10,"1,610,184",48.82%,,"56,991",1.73%,
387,35-44 years old,1,"At home, On the go","Pour over, Coffee brewing machine (e.g. Mr. Coffee)","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Pourover,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",Floral,Very strong,Medium,Half caff,8,2,3,3,3,2,4,2,2,3,2,3,-1,Coffee B,I primarily work from home,$20-$40,"I need the ritual, It tastes good, I need the caffeine",Yes,Yes,$6-$8,NA,Yes,$100-$300,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
2400,25-34 years old,1,At home,Pour over,NA,Pourover,No - just black,Floral,NA,Light,Full caffeine,5,2,5,3,4,1,4,4,NA,5,2,4,2,Coffee C,I primarily work from home,$20-$40,It tastes good,Yes,Yes,$6-$8,$8-$10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
781,35-44 years old,3,At home,NA,NA,Americano,NA,Juicy,Medium,Light,Half caff,6,2,2,3,1,1,2,2,3,4,2,4,-2,Coffee A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
1615,25-34 years old,2,"At home, At a cafe","Pour over, French press, Espresso",NA,Regular drip coffee,No - just black,Fruity,Somewhat strong,Light,Full caffeine,5,2,4,4,3,2,3,4,2,2,1,5,-2,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$8-$10,$15-$20,Yes,$300-$500,Yes,Male,Living with a partner,"$50,000 - $74,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,PA,Pennsylvania,"6,915,283","3,458,229",50.01%,20,"3,377,674",48.84%,,"79,380",1.15%,
2810,35-44 years old,4,"At home, On the go, At the office","Coffee brewing machine (e.g. Mr. Coffee), French press","National chain (e.g. Starbucks, Dunkin)",Regular drip coffee,"Milk, dairy alternative, or coffee creamer",Full Bodied,Somewhat strong,Medium,Full caffeine,8,3,4,3,4,2,5,4,2,5,2,5,2,Coffee C,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,Married,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,2,Independent,OH,Ohio,"5,922,202","2,679,165",45.24%,,"3,154,834",53.27%,18,"88,203",1.49%,
2031,35-44 years old,3,At home,Pour over,NA,Pourover,No - just black,Fruity,Medium,Light,Full caffeine,7,3,4,4,2,2,3,4,3,4,1,4,-2,Coffee C,I primarily work from home,$20-$40,It tastes good,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Married,"$100,000 - $149,999",Doctorate or professional degree,White/Caucasian,Employed full-time,2,Democrat,OR,Oregon,"2,374,321","1,340,383",56.45%,7,"958,448",40.37%,,"75,490",3.18%,
1806,18-24 years old,1,"At home, At the office, At a cafe","Pour over, Espresso",NA,Pourover,No - just black,Fruity,Somewhat strong,Light,Full caffeine,8,1,3,5,3,2,2,3,1,4,1,3,-1,Coffee A,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$4-$6,$6-$8,No,$300-$500,Yes,Female,Living with a partner,"$25,000 - $49,999",Some college or associate's degree,White/Caucasian,Employed full-time,None,Democrat,NC,North Carolina,"5,524,804","2,684,292",48.59%,,"2,758,775",49.93%,15,"81,737",1.48%,
2378,25-34 years old,1,At home,"Pour over, French press, Other",NA,Latte,"Milk, dairy alternative, or coffee creamer",Juicy,Medium,Light,Full caffeine,5,3,3,4,4,1,5,5,1,4,2,5,-1,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,2,Democrat,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
2895,25-34 years old,2,"At home, At a cafe",Pour over,NA,Pourover,No - just black,Floral,Medium,Light,Full caffeine,3,2,4,4,3,3,3,4,2,2,2,4,-1,Coffee A,I primarily work in person,$60-$80,It tastes good,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Male,Single,"$25,000 - $49,999",Bachelor's degree,Asian/Pacific Islander,Employed part-time,None,No affiliation,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
2417,25-34 years old,1,At home,Pour over,NA,Iced coffee,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Full Bodied,Medium,Light,Full caffeine,2,2,4,3,4,2,4,5,3,1,1,3,1,Coffee B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,Pennsylvania,"6,915,283","3,458,229",50.01%,20,"3,377,674",48.84%,,"79,380",1.15%,
2207,18-24 years old,1,"At home, At a cafe","Pour over, Cold brew",NA,Regular drip coffee,No - just black,Chocolatey,Somewhat strong,Medium,Full caffeine,5,2,3,4,1,2,5,3,1,3,2,4,1,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the ritual",Yes,Yes,$8-$10,$8-$10,Yes,$20-$50,Yes,Male,Single,"$25,000 - $49,999",Bachelor's degree,White/Caucasian,Employed part-time,None,Democrat,UT,Utah,"1,488,289","560,282",37.65%,,"865,140",58.13%,6,"62,867",4.22%,
2979,25-34 years old,Less than 1,"At home, At a cafe",French press,NA,Pourover,No - just black,Fruity,Somewhat strong,Medium,Half caff,6,5,5,5,2,2,2,2,2,2,3,2,-1,Coffee A,I primarily work from home,>$100,"It tastes good, It makes me go to the bathroom",Yes,Yes,$8-$10,$15-$20,Yes,"More than $1,000",Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,WI,Wisconsin,"3,298,041","1,630,866",49.45%,10,"1,610,184",48.82%,,"56,991",1.73%,
2245,45-54 years old,2,At home,Espresso,NA,Americano,"Milk, dairy alternative, or coffee creamer",Fruity,Somewhat strong,Light,Full caffeine,8,2,4,5,4,3,3,3,3,3,3,5,-2,Coffee A,I primarily work in person,$40-$60,"I need the ritual, It tastes good, I need the caffeine",Yes,Yes,$6-$8,More than $20,No,"More than $1,000",Yes,Male,Married,"$150,000 or more",Doctorate or professional degree,White/Caucasian,Employed full-time,1,Democrat,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
1764,35-44 years old,2,At home,Pour over,NA,Pourover,"Milk, dairy alternative, or coffee creamer",Sweet,Medium,Medium,Full caffeine,4,3,2,2,2,2,4,2,2,5,3,3,1,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$8-$10,$8-$10,No,$300-$500,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,1,Independent,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
2493,>65 years old,More than 4,At home,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",NA,Espresso,No - just black,Full Bodied,Very strong,Dark,Full caffeine,7,2,1,4,3,2,3,5,5,5,4,4,-1,Coffee C,NA,$40-$60,It tastes good,Yes,Yes,$8-$10,$4-$6,No,$500-$1000,Yes,Male,Married,NA,Master's degree,NA,Retired,NA,NA,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
2718,25-34 years old,3,"At home, On the go, At the office","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Local cafe,Pourover,No - just black,Caramalized,Medium,Blonde,Full caffeine,5,2,5,4,4,4,4,5,2,3,1,2,-2,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$4-$6,$4-$6,Yes,$300-$500,Yes,Female,Married,"$150,000 or more",Master's degree,White/Caucasian,Employed part-time,None,Democrat,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
2930,35-44 years old,2,At home,Espresso,NA,Espresso,No - just black,Full Bodied,Medium,Medium,Full caffeine,4,1,3,4,2,1,5,3,4,2,2,5,2,Coffee B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
348,35-44 years old,2,At home,Espresso,NA,Iced coffee,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Nutty,Somewhat strong,Dark,Full caffeine,6,2,1,4,3,3,2,4,2,4,4,2,-1,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$4-$6,$4-$6,No,$500-$1000,Yes,Male,Living with a partner,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,None,Democrat,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
771,35-44 years old,3,At home,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",NA,Pourover,No - just black,Bright,Somewhat strong,Medium,Full caffeine,5,2,4,2,3,2,3,2,2,4,2,4,-1,Coffee C,I primarily work from home,$20-$40,"I need the caffeine, It tastes good",Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,Single,"$75,000 - $99,999",Master's degree,White/Caucasian,Employed full-time,None,Democrat,GA,Georgia,"4,997,716","2,473,633",49.50%,16,"2,461,854",49.26%,,"62,229",1.25%,
1223,25-34 years old,2,"At home, At a cafe","Pour over, Espresso",NA,Pourover,No - just black,Bright,Somewhat strong,Light,Full caffeine,7,1,5,5,3,2,1,4,2,2,2,4,-1,Coffee A,I do a mix of both,$80-$100,"It tastes good, I need the ritual",Yes,Yes,$8-$10,More than $20,No,$500-$1000,Yes,Male,Married,"$100,000 - $149,999",Doctorate or professional degree,Asian/Pacific Islander,Employed part-time,None,Independent,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
